,index,default_flag,number_of_stars,number_of_planets,planet_orbital_period,orbit_semimajor_axis,planet_radius,stellar_temperature,stellar_radius,stellar_mass,system_distance,habitable
3785,26005.0,1.0,2.0,3.0,20.09,0.12734099999999993,2.36,4634.36,0.61,0.66,400.409,0.0
3786,26018.0,1.0,2.0,3.0,5.169796,0.051,1.94,4648.0,0.59,0.648,400.409,0.0
3787,26027.0,1.0,1.0,1.0,11.29695137,0.10084120000000006,1.7,6037.0,1.11,1.07,1244.3069400000006,0.0
3788,26039.0,1.0,1.0,1.0,5.62153941,0.060415799999999936,1.27,5732.0,0.97,0.99,593.54,0.0
3789,26045.0,1.0,1.0,1.0,7.1396941,0.07135589999999997,2.06,5596.0,0.9,0.92,1688.12,0.0
3790,26058.0,1.0,1.0,1.0,18.7546998,0.117995,2.02,4339.0,0.62,0.64,467.37,0.0
3791,26068.0,1.0,1.0,1.0,13.32388301,0.09531700000000001,2.02,4554.0,0.66,0.7,633.937,0.0
3792,26075.0,1.0,1.0,1.0,11.41909375,0.10184100000000006,2.79,5954.0,1.11,1.08,2406.33,0.0
3793,26092.0,1.0,1.0,1.0,11.36112327,0.10034200000000007,2.73,5895.0,1.04,1.03,980.035,0.0
3794,26094.0,1.0,1.0,1.0,16.56059504,0.12301099999999994,2.56,5403.0,0.81,0.85,901.907,0.0
3795,26103.0,1.0,1.0,1.0,15.74957994,0.12428199999999989,2.73,5770.0,0.96,0.98,1104.04,0.0
3796,26114.0,1.0,1.0,1.0,37.8144514,0.22803299999999993,2.57,6058.0,1.31,1.22,944.561,0.0
3797,26129.0,1.0,1.0,5.0,8.726,0.081859,2.23,5657.109200000001,1.43,1.0,1023.9,0.0
3798,26135.0,1.0,1.0,5.0,12.883,0.10980970000000002,2.36,5661.62,1.43,1.0,1023.9,0.0
3799,26146.0,1.0,1.0,5.0,4.224537,0.052,1.38,6031.0,1.17,1.0916,1023.9,0.0
3800,26160.0,1.0,1.0,5.0,27.434389,0.181,2.6,6031.0,1.17,1.0984999999999996,1023.9,0.0
3801,26163.0,1.0,1.0,5.0,44.552169,0.25,2.2,6031.0,1.17,1.1041999999999996,1023.9,0.0
3802,26173.0,1.0,1.0,1.0,2.49577962,0.035382400000000036,17.07,5920.0,1.06,1.04,1122.19,0.0
3803,26188.0,1.0,1.0,1.0,124.4198398,0.4450276999999999,5.23,5324.0,0.81,0.85,998.961,0.0
3804,26200.0,1.0,1.0,1.0,1.21956827,0.020555700000000003,1.6,4848.0,0.73,0.78,532.726,0.0
3805,26203.0,1.0,1.0,1.0,2.05387982,0.031696300000000004,2.59,5830.0,1.03,1.02,1165.66,0.0
3806,26213.0,1.0,1.0,1.0,2.61302086,0.030696899999999985,1.68,4128.0,0.57,0.59,431.776,0.0
3807,26222.0,1.0,1.0,1.0,0.92785982,0.017309899999999986,2.04,4913.0,0.75,0.79,431.051,0.0
3808,26230.0,1.0,1.0,1.0,19.80792185,0.14183980000000004,2.48,5579.0,0.91,0.94,1127.12,0.0
3809,26241.0,1.0,1.0,1.0,2.3432319,0.03285740000000001,1.18,4940.0,0.77,0.83,513.103,0.0
3810,26254.0,1.0,1.0,1.0,6.91134416,0.07227100000000002,1.7,5695.0,1.2,1.01,1378.47,0.0
3811,26259.0,1.0,1.0,1.0,394.6244904,1.0980520000000003,7.14,6059.0,1.64,1.23,822.134,0.0
3812,26271.0,1.0,1.0,4.0,8.306,0.0774916,1.97,5729.75,1.24,0.92,765.025,0.0
3813,26284.0,1.0,1.0,4.0,12.513,0.10344569999999999,2.18,5738.694299999999,1.24,0.92,765.025,0.0
3814,26291.0,1.0,1.0,4.0,17.91323,0.13,1.2,5436.0,0.89,0.9274000000000002,765.025,0.0
3815,26303.0,1.0,1.0,4.0,25.216751,0.163,1.27,5436.0,0.89,0.9271,765.025,0.0
3816,26313.0,1.0,1.0,1.0,7.19303878,0.07456160000000009,1.78,5932.0,1.09,1.06,1661.28,0.0
3817,26324.0,1.0,1.0,1.0,8.50699658,0.07807240000000001,1.68,5455.0,0.85,0.89,839.255,0.0
3818,26334.0,1.0,1.0,1.0,44.9309804,0.2538470000000001,2.54,6100.0,1.16,1.19,1619.03,0.0
3819,26343.0,1.0,1.0,1.0,7.16892463,0.07687789999999996,1.69,6350.0,1.55,1.3,568.676,0.0
3820,26349.0,1.0,1.0,1.0,2.14463285,0.033651700000000014,16.72,6179.0,1.27,1.17,1397.04,0.0
3821,26362.0,1.0,1.0,1.0,7.8866311,0.07922250000000002,8.35,5835.0,1.03,1.03,1506.58,0.0
3822,26372.0,1.0,1.0,1.0,8.02768059,0.07848300000000002,9.3,5535.0,0.93,0.96,1351.17,0.0
3823,26375.0,1.0,1.0,1.0,85.35129427,0.3928110000000001,6.8,5773.0,0.99,0.99,983.502,0.0
3824,26389.0,1.0,1.0,1.0,76.13602028,0.34310199999999974,4.87,5653.0,0.91,0.96,298.532,0.0
3825,26396.0,1.0,1.0,1.0,20.38177573,0.1389249000000001,3.09,5020.0,0.77,0.81,839.903,0.0
3826,26406.0,1.0,1.0,1.0,5.10137945,0.058907799999999996,3.24,5836.0,1.06,1.04,1056.36,0.0
3827,26420.0,1.0,1.0,1.0,3.94963138,0.04610879999999999,2.28,5047.0,0.78,0.82,850.327,0.0
3828,26431.0,1.0,1.0,1.0,3.14866453,0.040327699999999994,2.21,5333.0,0.84,0.88,1039.03,0.0
3829,26441.0,1.0,1.0,1.0,15.59461874,0.12134499999999998,2.9,5678.0,0.95,0.96,1499.66,0.0
3830,26446.0,1.0,1.0,1.0,5.83376092,0.06360320000000001,2.4,5754.0,1.0,1.0,2022.9,0.0
3831,26457.0,1.0,1.0,1.0,14.16399294,0.10791100000000005,2.49,5570.0,0.92,0.93,586.137,0.0
3832,26463.0,1.0,1.0,1.0,2.61703254,0.0338549,1.63,4751.0,0.71,0.75,646.667,0.0
3833,26480.0,1.0,1.0,1.0,150.242127,0.5482606999999999,4.64,5541.0,0.91,0.92,1195.54,0.0
3834,26489.0,1.0,1.0,1.0,5.03251791,0.056063999999999996,2.05,5614.0,0.89,0.93,1593.13,0.0
3835,26491.0,1.0,1.0,1.0,40.4287755,0.22365190000000001,3.61,5664.0,0.95,0.97,939.455,0.0
3836,26506.0,1.0,1.0,2.0,114.73635,0.481,13.49,5600.0,1.82,1.1,1232.9,0.0
3837,26512.0,1.0,1.0,2.0,191.2318,0.676,6.14,5600.0,1.82,1.1,1232.9,0.0
3838,26521.0,1.0,1.0,1.0,21.3587621,0.15324959999999996,2.78,5857.0,1.02,1.01,1259.46,0.0
3839,26535.0,1.0,1.0,1.0,22.0459018,0.15755399999999986,3.74,5993.0,1.14,1.11,1976.05,0.0
3840,26548.0,1.0,1.0,1.0,2.57885507,0.0375848,1.99,5902.0,1.08,1.05,879.683,0.0
3841,26552.0,1.0,1.0,1.0,20.5533844,0.15332579999999993,3.75,6163.0,1.27,1.18,1182.22,0.0
3842,26561.0,1.0,1.0,1.0,40.0686727,0.231973,3.94,6020.0,1.13,1.09,1082.16,0.0
3843,26570.0,1.0,1.0,1.0,27.5073799,0.1813919999999999,2.9,5958.0,1.11,1.06,1242.62,0.0
3844,26580.0,1.0,1.0,1.0,5.14438011,0.0550445,1.43,5060.0,0.77,0.81,820.913,0.0
3845,26589.0,1.0,1.0,1.0,18.45847097,0.13089300000000006,2.12,5261.0,0.81,0.85,602.176,0.0
3846,26604.0,1.0,1.0,1.0,25.9422033,0.16190390000000005,1.93,5044.0,0.77,0.81,791.625,0.0
3847,26615.0,1.0,1.0,1.0,33.3855938,0.204485,2.57,5792.0,1.02,1.02,802.672,0.0
3848,26616.0,1.0,1.0,3.0,1403.0,2.3351979000000007,7.28766,5466.0,0.9,0.99,376.863,0.0
3849,26620.0,1.0,1.0,1.0,7.71468975,0.07975420000000001,2.66,6761.0,1.74,1.46,601.324,0.0
3850,26629.0,1.0,1.0,1.0,4.44448017,0.0550233,1.78,5961.0,1.09,1.06,1375.18,0.0
3851,26642.0,1.0,1.0,1.0,3.98953967,0.048046700000000005,1.23,5476.0,0.87,0.9,504.605,0.0
3852,26645.0,1.0,1.0,1.0,12.98495573,0.10970393000000002,1.78,6116.0,1.09,1.06,627.455,0.0
3853,26658.0,1.0,1.0,1.0,5.69919514,0.0623234,1.23,5715.0,0.94,1.0,476.733,0.0
3854,26672.0,1.0,1.0,1.0,18.11472949,0.14097299999999993,2.5,6187.0,1.35,1.21,651.318,0.0
3855,26680.0,1.0,1.0,1.0,6.24146367,0.06834819999999994,1.52,6098.0,1.16,1.1,711.297,0.0
3856,26691.0,1.0,1.0,2.0,20.42228798,0.15324849999999984,1.84,6194.0,1.29,1.19,886.588,0.0
3857,26699.0,1.0,1.0,2.0,7.63846023,0.07862060000000001,1.13,6194.0,1.29,1.19,886.588,0.0
3858,26705.0,1.0,1.0,1.0,70.6979061,0.3308519999999997,1.76,5875.0,0.9,0.97,420.817,0.0
3859,26718.0,1.0,1.0,1.0,3.744439,0.048797500000000014,1.09,5961.0,1.25,1.14,598.313,0.0
3860,26727.0,1.0,1.0,1.0,52.75875577,0.28557099999999996,8.89,5954.0,1.13,1.09,1712.12,0.0
3861,26734.0,1.0,1.0,1.0,53.44945593,0.282838,6.41,5887.0,1.07,1.06,2340.58,0.0
3862,26745.0,1.0,1.0,1.0,13.7521072,0.0989353,2.81,4747.0,0.72,0.75,570.727,0.0
3863,26751.0,1.0,1.0,1.0,6.33855761,0.06824469999999994,3.03,5820.0,0.99,1.0,1285.59,0.0
3864,26761.0,1.0,1.0,1.0,9.803224,0.08698189999999997,2.78,5603.0,0.85,0.87,1162.91,0.0
3865,26773.0,1.0,1.0,1.0,2.80624233,0.034217300000000006,1.54,4315.0,0.61,0.65,540.134,0.0
3866,26785.0,1.0,1.0,1.0,144.547396,0.5296649999999999,2.53,5262.0,0.81,0.84,2334.93,0.0
3867,26793.0,1.0,1.0,1.0,8.0472642,0.0796774,2.39,5839.0,1.04,1.03,1519.25,0.0
3868,26799.0,1.0,1.0,1.0,5.8706191,0.0556094,1.49,4223.0,0.62,0.65,484.891,0.0
3869,26817.0,1.0,1.0,1.0,19.17891293,0.14050110000000005,2.68,5595.0,0.91,0.93,1246.43,0.0
3870,26828.0,1.0,1.0,3.0,19.23891,0.143,8.29,5774.0,0.96,1.02,628.257,0.0
3871,26841.0,1.0,1.0,3.0,38.9853,0.227,8.08,5774.0,0.96,1.02,628.257,0.0
3872,26845.0,1.0,1.0,3.0,1.592851,0.0273,1.64,5777.0,1.02,1.07,628.257,0.0
3873,26850.0,1.0,1.0,8.0,14.44912,0.12185270000000006,1.32,6015.0,1.29,1.12,848.254,0.0
3874,26858.0,1.0,1.0,1.0,6.9913086,0.06700060000000004,2.08,4836.0,0.73,0.78,487.525,0.0
3875,26868.0,1.0,1.0,1.0,3.51749439,0.03911355000000002,1.37,4184.0,0.57,0.59,253.867,0.0
3876,26874.0,1.0,1.0,1.0,40.1099547,0.2226197999999999,2.54,5647.0,0.93,0.95,1165.34,0.0
3877,26882.0,1.0,1.0,2.0,10.3507721,0.09136809999999997,2.01,5682.0,0.97,0.98,1369.24,0.0
3878,26895.0,1.0,1.0,2.0,62.9228557,0.3123590000000001,2.53,5682.0,0.97,0.98,1369.24,0.0
3879,26909.0,1.0,1.0,1.0,3.02166863,0.04381153999999999,1.77,6160.0,1.25,1.16,978.125,0.0
3880,26910.0,1.0,1.0,1.0,5.08274652,0.05646979999999999,1.41,5461.0,0.86,0.95,529.268,0.0
3881,26924.0,1.0,1.0,1.0,41.6979976,0.24140290000000014,2.11,6035.0,1.02,1.06,757.791,0.0
3882,26933.0,1.0,1.0,1.0,15.86621821,0.12816900000000003,1.2,6106.0,1.38,1.08,791.2919300000003,0.0
3883,26946.0,1.0,3.0,1.0,1.34059747,0.022989499999999986,1.22,5973.0,1.12,1.11,290.843,0.0
3884,26955.0,1.0,1.0,1.0,13.93290318,0.11663386000000012,1.47,6154.0,1.23,1.17,309.596,0.0
3885,26971.0,1.0,1.0,1.0,6.24658,0.0731,15.323,4550.0,6.3,1.31,1294.69,0.0
3886,26981.0,1.0,1.0,1.0,2.36436901,0.03598300000000003,0.82,6230.0,1.5,1.26,400.289,0.0
3887,26985.0,1.0,1.0,1.0,20.310501,0.15724599999999975,2.6,6112.0,1.99,1.34,556.168,0.0
3888,27000.0,1.0,1.0,1.0,2.53475627,0.037061899999999995,2.8,5998.0,1.11,1.07,2004.72,0.0
3889,27004.0,1.0,1.0,1.0,10.29672521,0.08112800000000003,2.06,4687.0,0.61,0.63,991.618,0.0
3890,27017.0,1.0,1.0,1.0,4.40966548,0.0544209,1.38,5877.0,1.15,1.1,753.723,0.0
3891,27026.0,1.0,1.0,1.0,4.59489604,0.05777994,1.5,6173.0,1.38,1.21,849.036,0.0
3892,27029.0,1.0,1.0,1.0,32.2968798,0.19174799999999992,1.76,5248.0,0.81,0.85,830.712,0.0
3893,27040.0,1.0,1.0,1.0,2.97041437,0.03809969999999998,1.91,5418.0,0.76,0.8,3460.51,0.0
3894,27052.0,1.0,1.0,1.0,4.85386933,0.057538300000000014,1.74,6028.0,1.14,1.11,1025.03,0.0
3895,27059.0,1.0,1.0,1.0,11.04603384,0.10131160000000003,2.25,6113.0,1.21,1.15,1119.87,0.0
3896,27068.0,1.0,1.0,3.0,13.749,0.11734900000000018,3.51,5907.611000000001,1.7,1.21,477.992,0.0
3897,27085.0,1.0,1.0,3.0,26.723,0.19002100000000005,2.6,5936.1652,1.7,1.21,477.992,0.0
3898,27089.0,1.0,1.0,3.0,49.3568,0.27549700000000005,2.067,5904.34,1.82,1.07,477.992,0.0
3899,27108.0,1.0,1.0,2.0,6.53192704,0.06581659999999999,2.42,5403.0,0.85,0.89,1001.68,0.0
3900,27117.0,1.0,1.0,2.0,100.8274113,0.3982700000000001,3.8,5403.0,0.85,0.89,1001.68,0.0
3901,27122.0,1.0,1.0,1.0,51.300634,0.27078400000000014,2.87,5663.0,0.91,0.93,934.49,0.0
3902,27130.0,1.0,1.0,1.0,0.93846683,0.0177638,1.42,5671.0,0.93,0.95,536.323,0.0
3903,27137.0,1.0,1.0,1.0,6.93366476,0.07383580000000002,1.38,5988.0,1.26,1.11,1000.28,0.0
3904,27147.0,1.0,1.0,1.0,61.0370117,0.3087900000000001,3.07,6167.0,1.23,1.14,1053.04,0.0
3905,27160.0,1.0,1.0,1.0,33.8678531,0.18973399999999996,2.34,4673.0,0.72,0.77,611.115,0.0
3906,27171.0,1.0,1.0,1.0,52.0688601,0.2805260000000001,2.31,5806.0,1.01,1.01,921.361,0.0
3907,27173.0,1.0,1.0,1.0,9.1149903,0.08391599999999996,1.72,5743.0,0.99,0.99,831.685,0.0
3908,27184.0,1.0,1.0,1.0,3.9324613,0.045075499999999984,1.59,4700.0,0.7,0.73,508.809,0.0
3909,27198.0,1.0,1.0,1.0,0.92103214,0.017618299999999996,1.11,5869.0,1.02,1.01,1311.23,0.0
3910,27211.0,1.0,1.0,2.0,4.72674,0.05598516000000002,1.569,5669.0,0.98,1.09,95.9115,0.0
3911,27216.0,1.0,1.0,2.0,1460.0,2.4954999999999994,7.3000599999999976,5669.0,0.92,0.91,95.9115,0.0
3912,27220.0,1.0,1.0,1.0,71.4517775,0.3602600000000001,2.13,6335.0,1.4,1.25,848.396,0.0
3913,27231.0,1.0,1.0,1.0,8.03755877,0.07421300000000006,1.33,5241.0,0.81,0.86,677.8399099999999,0.0
3914,27239.0,1.0,1.0,1.0,1.9214374,0.028852000000000003,1.37,5331.0,0.84,0.87,465.612,0.0
3915,27252.0,1.0,1.0,1.0,14.20443009,0.10534349999999996,2.46,5346.0,0.84,0.87,1017.2,0.0
3916,27256.0,1.0,1.0,1.0,55.6738309,0.26481200000000027,2.09,5001.0,0.77,0.81,608.738,0.0
3917,27274.0,1.0,1.0,1.0,4.88083852,0.052854500000000026,1.35,4830.0,0.73,0.78,471.782,0.0
3918,27283.0,1.0,1.0,1.0,10.56134221,0.09264389999999997,1.45,5482.0,0.89,0.92,823.399,0.0
3919,27291.0,1.0,1.0,2.0,67.668827,0.3513539999999999,3.72,6095.0,1.22,1.15,1571.46,0.0
3920,27301.0,1.0,1.0,2.0,153.343364,0.5726954000000003,2.67,6095.0,1.22,1.15,1571.46,0.0
3921,27304.0,1.0,1.0,1.0,52.6298417,0.27162500000000006,2.22,5533.0,0.89,0.92,1182.05,0.0
3922,27320.0,1.0,1.0,1.0,14.878296,0.11697999999999997,1.75,5471.0,0.85,0.88,2093.62,0.0
3923,27329.0,1.0,1.0,2.0,2.50806,0.033570000000000016,3.51,4781.0,0.76,0.81,191.904,0.0
3924,27333.0,1.0,1.0,2.0,820.3,1.6332399999999996,5.937109999999998,4781.0,0.76,0.81,191.904,0.0
3925,27334.0,1.0,1.0,1.0,59.6225257,0.29556900000000014,3.34,5769.0,0.96,0.97,1260.78,0.0
3926,27345.0,1.0,1.0,1.0,17.42395198,0.12944200000000003,3.08,5539.0,0.86,0.89,1088.36,0.0
3927,27360.0,1.0,1.0,1.0,44.96417488,0.23197699999999993,2.13,4861.0,0.75,0.81,216.354,0.0
3928,27370.0,1.0,1.0,1.0,49.7701438,0.2690840000000001,5.93,5612.0,0.91,0.93,2300.53,0.0
3929,27373.0,1.0,1.0,1.0,43.3167737,0.23341740000000002,2.63,5409.0,0.83,0.86,1349.43,0.0
3930,27390.0,1.0,1.0,1.0,31.0033814,0.19103300000000015,2.63,5718.0,0.97,0.97,1651.25,0.0
3931,27395.0,1.0,1.0,1.0,11.79162572,0.09812010000000003,1.93,5665.0,0.93,0.94,1137.29,0.0
3932,27408.0,1.0,1.0,1.0,26.9644317,0.16623300000000008,2.28,5508.0,0.87,0.9,1730.78,0.0
3933,27413.0,1.0,1.0,1.0,7.76846622,0.07540950000000007,1.85,5679.0,0.94,0.96,868.017,0.0
3934,27423.0,1.0,1.0,1.0,8.6893073,0.07889380000000001,2.91,5403.0,0.86,0.89,486.105,0.0
3935,27435.0,1.0,1.0,1.0,11.5231,0.10358700000000004,3.42,5699.0,1.41,1.08,445.656,0.0
3936,27452.0,1.0,1.0,1.0,98.7180406,0.416396,8.98,5857.0,1.02,1.02,2161.6,0.0
3937,27457.0,1.0,2.0,1.0,71.52530845,0.33719599999999983,5.59,4834.0,0.73,0.77,382.509,0.0
3938,27470.0,1.0,1.0,1.0,130.3546919,0.5131599000000002,7.65,5730.0,0.99,1.0,1304.25,0.0
3939,27476.0,1.0,1.0,2.0,88.40655258,0.39087299999999997,4.21,5416.0,0.99,0.95,258.893,0.0
3940,27487.0,1.0,1.0,2.0,9.10967112,0.08270080000000003,1.19,5416.0,0.99,0.95,258.893,0.0
3941,27499.0,1.0,1.0,1.0,16.78176602,0.1283909,2.32,4990.0,0.76,0.82,215.814,0.0
3942,27503.0,1.0,1.0,1.0,14.53244172,0.10839199999999995,3.13,5350.0,0.84,0.89,550.383,0.0
3943,27514.0,1.0,1.0,1.0,5.24867263,0.060570999999999986,3.0,6040.0,1.15,1.1,544.939,0.0
3944,27520.0,1.0,1.0,1.0,5.90741354,0.060744760000000037,5.5,4963.0,0.75,0.81,824.688,0.0
3945,27529.0,1.0,1.0,1.0,9.7678805,0.08675699999999999,2.06,5421.0,0.86,0.91,449.773,0.0
3946,27542.0,1.0,1.0,1.0,14.80074836,0.1322679000000001,4.38,7005.0,2.01,1.6,807.729,0.0
3947,27548.0,1.0,1.0,1.0,16.2385,0.12879270000000007,2.67,5690.0,1.02,1.0,122.881,0.0
3948,27563.0,1.0,1.0,1.0,3.12686223,0.03818019999999998,2.29,4755.0,0.72,0.77,284.916,0.0
3949,27573.0,1.0,1.0,1.0,16.87727414,0.12774899999999995,2.55,5582.0,0.9,0.96,574.314,0.0
3950,27584.0,1.0,1.0,1.0,12.05707239,0.09815140000000003,1.97,5478.0,0.86,0.93,411.486,0.0
3951,27592.0,1.0,1.0,1.0,9.97683705,0.08813990000000001,2.66,5461.0,0.87,0.91,771.494,0.0
3952,27598.0,1.0,1.0,1.0,13.5225106,0.10517003000000001,2.12,5427.0,0.84,0.93,454.626,0.0
3953,27616.0,1.0,1.0,1.0,134.2527298,0.5282367000000001,3.38,5886.0,1.15,1.05,582.828,0.0
3954,27627.0,1.0,1.0,1.0,99.747622,0.41130199999999995,4.13,5840.0,1.02,1.02,1027.8,0.0
3955,27634.0,1.0,1.0,2.0,13.22713379,0.10176439999999999,2.35,5178.0,0.8,0.84,568.546,0.0
3956,27644.0,1.0,1.0,2.0,198.7112502,0.6395611000000003,3.65,5178.0,0.8,0.84,568.546,0.0
3957,27654.0,1.0,1.0,3.0,3.69298373,0.04253069999999999,2.0,4598.0,0.7,0.76,290.324,0.0
3958,27659.0,1.0,1.0,3.0,5.70940492,0.05747028000000002,1.69,4598.0,0.7,0.76,290.324,0.0
3959,27666.0,1.0,1.0,2.0,34.1731714,0.19644499999999993,2.07,5214.0,0.82,0.92,390.354,0.0
3960,27679.0,1.0,1.0,2.0,1.6829346,0.027201899999999998,0.99,5214.0,0.82,0.92,390.354,0.0
3961,27682.0,1.0,1.0,2.0,2.58664,0.036096899999999994,1.48,5779.0,0.98,0.94,400.907,0.0
3962,27693.0,1.0,1.0,2.0,789.0,1.5560900000000002,6.344389999999996,5779.0,0.98,0.94,400.907,0.0
3963,27698.0,1.0,2.0,1.0,16.73652231,0.11476720000000001,2.77,4511.0,0.67,0.7,331.545,0.0
3964,27710.0,1.0,1.0,1.0,9.59070716,0.08472000000000003,2.13,5431.0,0.85,0.88,338.522,0.0
3965,27715.0,1.0,1.0,1.0,7.03932553,0.07547480000000002,4.65,6146.0,1.22,1.15,1198.03,0.0
3966,27728.0,1.0,1.0,1.0,49.6077331,0.2526070000000001,1.96,5213.0,0.78,0.86,328.52,0.0
3967,27732.0,1.0,1.0,1.0,4.19449651,0.04237066999999997,1.57,3687.0,0.5,0.52,134.311,0.0
3968,27743.0,1.0,1.0,1.0,1.97034246,0.027533700000000022,1.48,4897.0,0.75,0.8,426.088,0.0
3969,27759.0,1.0,1.0,1.0,105.9564148,0.4034830000000001,3.96,5232.0,0.83,0.87,1012.41,0.0
3970,27766.0,1.0,1.0,1.0,26.85328322,0.1632940000000001,2.62,5315.0,0.83,0.87,568.751,0.0
3971,27775.0,1.0,1.0,1.0,49.6221509,0.2794429999999999,2.99,6002.0,1.09,1.07,682.522,0.0
3972,27787.0,1.0,1.0,1.0,8.0880135,0.07481580000000004,2.72,5310.0,0.83,0.87,576.503,0.0
3973,27796.0,1.0,1.0,1.0,1.54168,0.0262635,1.99,5539.0,1.11,0.99,350.315,0.0
3974,27807.0,1.0,1.0,1.0,11.55102504,0.10221700000000009,2.67,5935.0,1.06,1.05,961.468,0.0
3975,27810.0,1.0,1.0,1.0,4.46975774,0.05362429999999998,2.31,5718.0,0.96,0.98,878.082,0.0
3976,27829.0,1.0,1.0,1.0,15.7738221,0.12848700000000007,2.25,6139.0,1.29,1.16,801.479,0.0
3977,27830.0,1.0,1.0,1.0,60.0855082,0.30790300000000015,2.36,6052.0,1.08,1.13,714.437,0.0
3978,27845.0,1.0,1.0,1.0,43.0342272,0.2375904000000001,2.12,5610.0,0.93,0.96,460.188,0.0
3979,27852.0,1.0,1.0,1.0,116.331901,0.43133000000000005,2.98,5434.0,0.85,0.91,679.361,0.0
3980,27866.0,1.0,1.0,1.0,56.4349938,0.2805379999999999,2.36,5642.0,0.98,0.96,548.364,0.0
3981,27868.0,1.0,1.0,1.0,105.3033148,0.42256700000000014,3.26,5637.0,0.91,0.97,914.126,0.0
3982,27881.0,1.0,1.0,1.0,17.76080053,0.11048430000000004,2.07,4005.0,0.53,0.55,304.889,0.0
3983,27891.0,1.0,1.0,1.0,7.96431535,0.07380000000000003,2.21,5074.0,0.78,0.82,491.978,0.0
3984,27907.0,1.0,2.0,1.0,4.60358,0.04951209999999999,1.48,4782.0,0.73,0.79,208.369,0.0
3985,27913.0,1.0,1.0,2.0,9.91723428,0.09105719999999998,2.6,5948.0,1.08,1.05,802.163,0.0
3986,27917.0,1.0,1.0,2.0,0.53835431,0.0113338,1.53,5948.0,1.08,1.05,802.163,0.0
3987,27926.0,1.0,1.0,1.0,82.5342519,0.32386400000000015,2.54,4392.0,0.61,0.64,389.561,0.0
3988,27934.0,1.0,1.0,1.0,20.16034462,0.1356020000000001,1.62,4944.0,0.74,0.8,259.639,0.0
3989,27945.0,1.0,1.0,1.0,22.08557563,0.12228850000000004,2.97,3843.0,0.54,0.57,324.423,0.0
3990,27960.0,1.0,1.0,1.0,1.15116651,0.017518799999999998,1.6,3934.0,0.54,0.56,188.158,0.0
3991,27972.0,1.0,1.0,1.0,28.26731672,0.17092060000000012,2.7,5206.0,0.8,0.83,609.638,0.0
3992,27978.0,1.0,1.0,1.0,3.77059058,0.04836550000000003,1.98,6014.0,1.14,1.09,1216.58,0.0
3993,27988.0,1.0,1.0,1.0,2.70730672,0.04076372000000001,1.36,6150.0,1.56,1.22,467.568,0.0
3994,27994.0,1.0,1.0,1.0,5.65377733,0.06323339999999997,2.32,6058.0,1.18,1.12,986.364,0.0
3995,28012.0,1.0,1.0,1.0,5.99185702,0.06842039999999995,2.34,6237.0,1.65,1.29,545.063,0.0
3996,28014.0,1.0,1.0,1.0,1.4015,0.02091,1.39,3800.0,0.6,0.62,25.1496,0.0
3997,28018.0,1.0,1.0,4.0,2.2531136,0.02191,0.85,3415.0,0.3,0.27,10.6194,0.0
3998,28021.0,1.0,1.0,4.0,3.6906777,0.0304,1.385,3415.0,0.3,0.27,10.6194,0.0
3999,28024.0,1.0,1.0,4.0,7.4507245,0.0486,1.521,3415.0,0.3,0.27,10.6194,0.0
4000,28027.0,1.0,1.0,4.0,12.796,0.0717,1.9044899999999996,3415.0,0.3,0.27,10.6194,0.0
4001,28031.0,1.0,1.0,2.0,24.73694,0.0957,1.635,3210.02,0.21,0.19,14.9861,1.0
4002,28033.0,1.0,1.0,2.0,3.77792,0.02734,1.169,3227.61,0.21,0.19,14.9861,0.0
4003,28036.0,1.0,1.0,1.0,1.9495378,0.01848,1.242,3381.0,0.25,0.24,18.2276,0.0
4004,28038.0,1.0,1.0,2.0,0.8602322,0.01251,0.696,3490.0,0.33,0.34,19.8782,0.0
4005,28039.0,1.0,1.0,2.0,3.694247,0.0331,0.982,3490.0,0.33,0.34,19.8782,0.0
4006,28042.0,1.0,1.0,1.0,3.81433,0.0404,1.088,3643.0,0.5,0.5,29.8424,0.0
4007,28044.0,1.0,1.0,1.0,0.46292913,0.00622,1.303,3036.0,0.19,0.15,14.8846,0.0
4008,28046.0,1.0,1.0,1.0,4.052037,0.0417,4.7,3950.0,0.58,0.59,52.616,0.0
4009,28047.0,1.0,1.0,2.0,0.948005,0.00969,1.12,2960.0,0.17,0.14,26.4927,0.0
4010,28049.0,1.0,1.0,2.0,4.989963,0.029392,2.31,2960.0,0.17,0.14,26.4927,0.0
4011,28051.0,1.0,1.0,1.0,14.4399,0.0876,2.2414599999999987,3475.0,0.43,0.43,17.6297,0.0
4012,28052.0,1.0,3.0,1.0,5.35882,0.03807,1.38,3337.0,0.28,0.26,6.86929,0.0
4013,28056.0,1.0,2.0,2.0,0.768448,0.01211,1.332,3331.0,0.37,0.4,21.9814,0.0
4014,28058.0,1.0,2.0,2.0,12.2519,0.07673,2.3,3331.0,0.37,0.4,21.9814,0.0
4015,28061.0,1.0,1.0,1.0,0.792052,0.01679,4.72,5443.0,0.95,0.77,80.4373,0.0
4016,28062.0,1.0,1.0,2.0,20356.37,14.7,9.510579999999994,4194.0,1.61,0.6795,158.152,0.0
4017,28063.0,1.0,1.0,2.0,25907.775,18.6,10.607229999999989,4194.0,1.61,0.6857999999999999,158.152,0.0
4018,28064.0,1.0,1.0,1.0,3.91405,0.0464,9.976,5000.0,0.82,0.87,773.409,0.0
